date,estimated_boardings,is_holiday,prcp,snow,tmax,tmin,day_of_week,month,year,estimated_boardings_lag_day,estimated_boardings_lag_week
2025-03-17,93690,False,1.77,0.0,61,41,Monday,March,2025,92461,95932
2025-03-18,102761,False,0.0,0.0,49,38,Tuesday,March,2025,93690,107655
2025-03-19,105133,False,0.0,0.0,45,36,Wednesday,March,2025,102761,104291
2025-03-20,101918,False,0.0,0.0,51,38,Thursday,March,2025,105133,101925
2025-03-21,88370,False,0.4,0.0,47,40,Friday,March,2025,101918,92461
2025-03-24,100145,False,0.79,0.0,42,34,Monday,March,2025,88370,93690
2025-03-25,109638,False,0.0,0.0,54,36,Tuesday,March,2025,100145,102761
2025-03-26,108021,False,0.0,0.0,49,38,Wednesday,March,2025,109638,105133
2025-03-27,109793,False,0.0,0.0,51,33,Thursday,March,2025,108021,101918
2025-03-28,96859,False,0.0,0.0,60,37,Friday,March,2025,109793,88370
2025-03-31,101403,False,0.23,0.0,62,40,Monday,March,2025,96859,100145
2025-04-01,110763,False,0.27,0.0,59,36,Tuesday,April,2025,101403,109638
2025-04-02,105390,False,0.07,0.0,39,31,Wednesday,April,2025,110763,108021
2025-04-03,104956,False,0.19,0.0,65,36,Thursday,April,2025,105390,109793
2025-04-04,94560,False,0.0,0.0,69,48,Friday,April,2025,104956,96859
2025-04-07,99856,False,0.13,0.0,48,37,Monday,April,2025,94560,101403
2025-04-08,106812,False,0.12,0.0,42,30,Tuesday,April,2025,99856,110763
2025-04-09,110807,False,0.0,0.0,47,28,Wednesday,April,2025,106812,105390
2025-04-10,109266,False,0.0,0.0,45,34,Thursday,April,2025,110807,104956
2025-04-11,95413,False,0.2,0.0,43,35,Friday,April,2025,109266,94560
2025-04-14,98217,False,0.0,0.0,68,41,Monday,April,2025,95413,99856
2025-04-15,107761,False,0.08,0.0,67,48,Tuesday,April,2025,98217,106812
2025-04-16,107331,False,0.0,0.0,52,41,Wednesday,April,2025,107761,110807
2025-04-17,111070,False,0.0,0.0,60,41,Thursday,April,2025,107331,109266
2025-04-22,102287,False,0.33,0.0,58,46,Tuesday,April,2025,93774,107761
2025-04-23,107668,False,0.0,0.0,73,44,Wednesday,April,2025,102287,107331
2025-04-24,103878,False,0.0,0.0,70,47,Thursday,April,2025,107668,111070
2025-04-25,79325,False,0.03,0.0,69,51,Friday,April,2025,103878,94564
2025-04-28,98904,False,0.0,0.0,72,49,Monday,April,2025,79325,93774
2025-04-29,106121,False,0.0,0.0,79,52,Tuesday,April,2025,98904,102287
2025-04-30,104203,False,0.0,0.0,72,54,Wednesday,April,2025,106121,107668
2025-05-01,106064,False,0.0,0.0,61,46,Thursday,May,2025,104203,103878
2025-05-02,98278,False,0.29,0.0,71,49,Friday,May,2025,106064,79325
2025-05-05,101198,False,0.75,0.0,54,49,Monday,May,2025,98278,98904
2025-05-06,106739,False,0.27,0.0,61,49,Tuesday,May,2025,101198,106121
2025-05-07,109001,False,0.02,0.0,73,55,Wednesday,May,2025,106739,104203
2025-05-08,104490,False,0.0,0.0,70,54,Thursday,May,2025,109001,106064
2025-05-09,93785,False,1.09,0.0,56,48,Friday,May,2025,104490,98278
2025-05-12,102908,False,0.0,0.0,75,46,Monday,May,2025,93785,101198
2025-05-13,109965,False,0.0,0.0,63,52,Tuesday,May,2025,102908,106739
2025-05-14,107942,False,0.0,0.0,62,50,Wednesday,May,2025,109965,109001
2025-05-15,107595,False,0.35,0.0,68,55,Thursday,May,2025,107942,104490
2025-05-16,99549,False,0.0,0.0,79,63,Friday,May,2025,107595,93785
2025-05-19,102730,False,0.0,0.0,64,50,Monday,May,2025,99549,102908
2025-05-20,109368,False,0.0,0.0,57,49,Tuesday,May,2025,102730,109965
2025-05-21,105895,False,0.0,0.0,50,47,Wednesday,May,2025,109368,107942
2025-05-22,100022,False,3.11,0.0,48,45,Thursday,May,2025,105895,107595
2025-05-23,95389,False,0.44,0.0,58,44,Friday,May,2025,100022,99549
2025-05-27,106143,False,0.0,0.0,74,51,Tuesday,May,2025,34339,109368
2025-05-28,108537,False,0.0,0.0,77,58,Wednesday,May,2025,106143,105895
2025-05-29,107251,False,0.03,0.0,64,57,Thursday,May,2025,108537,100022
2025-05-30,93205,False,0.0,0.0,77,60,Friday,May,2025,107251,95389
2025-06-02,101457,False,0.0,0.0,72,51,Monday,June,2025,93205,34339
2025-06-03,108621,False,0.0,0.0,72,55,Tuesday,June,2025,101457,106143
2025-06-04,110843,False,0.0,0.0,85,60,Wednesday,June,2025,108621,108537
2025-06-05,103699,False,0.0,0.0,87,62,Thursday,June,2025,110843,107251
2025-06-06,95550,False,0.0,0.0,79,61,Friday,June,2025,103699,93205
2025-06-09,103854,False,0.01,0.0,60,56,Monday,June,2025,95550,101457
2025-06-10,110409,False,0.15,0.0,62,56,Tuesday,June,2025,103854,108621
2025-06-11,105230,False,0.0,0.0,83,62,Wednesday,June,2025,110409,110843
2025-06-12,105716,False,0.0,0.0,89,66,Thursday,June,2025,105230,103699
2025-06-13,94144,False,0.0,0.0,70,59,Friday,June,2025,105716,95550
2025-06-16,101068,False,0.0,0.0,66,55,Monday,June,2025,94144,103854
2025-06-17,103853,False,0.05,0.0,68,59,Tuesday,June,2025,101068,110409
2025-06-18,109633,False,0.0,0.0,78,65,Wednesday,June,2025,103853,105230
2025-06-20,90770,False,0.0,0.0,85,70,Friday,June,2025,87141,94144
2025-06-23,99582,False,0.0,0.0,90,76,Monday,June,2025,90770,101068
2025-06-24,97388,False,0.0,0.0,102,78,Tuesday,June,2025,99582,103853
2025-06-25,102351,False,0.0,0.0,93,78,Wednesday,June,2025,97388,109633
2025-06-26,104227,False,0.0,0.0,78,61,Thursday,June,2025,102351,87141
2025-06-27,94406,False,0.0,0.0,71,61,Friday,June,2025,104227,90770
2025-06-30,95988,False,0.0,0.0,83,67,Monday,June,2025,94406,99582
2025-07-01,100681,False,0.17,0.0,93,70,Tuesday,July,2025,95988,97388
2025-07-02,100273,False,0.0,0.0,88,73,Wednesday,July,2025,100681,102351
2025-07-03,91434,False,0.0,0.0,90,69,Thursday,July,2025,100273,104227
2025-07-07,97884,False,0.0,0.0,90,73,Monday,July,2025,35560,95988
2025-07-08,106184,False,0.06,0.0,94,68,Tuesday,July,2025,97884,100681
2025-07-09,103570,False,0.35,0.0,71,66,Wednesday,July,2025,106184,100273
2025-07-10,102036,False,1.33,0.0,67,63,Thursday,July,2025,103570,91434
2025-07-11,100172,False,0.0,0.0,75,63,Friday,July,2025,102036,35560
2025-07-14,104861,False,0.0,0.0,83,67,Monday,July,2025,100172,97884
2025-07-15,108962,False,0.0,0.0,89,74,Tuesday,July,2025,104861,106184
2025-07-16,107873,False,0.0,0.0,95,71,Wednesday,July,2025,108962,103570
2025-07-17,105867,False,0.0,0.0,91,72,Thursday,July,2025,107873,102036
2025-07-18,98666,False,0.0,0.0,82,65,Friday,July,2025,105867,100172
2025-07-21,99931,False,0.0,0.0,80,66,Monday,July,2025,98666,104861
2025-07-22,103782,False,0.0,0.0,73,61,Tuesday,July,2025,99931,108962
2025-07-23,105369,False,0.0,0.0,78,63,Wednesday,July,2025,103782,107873
2025-07-24,102827,False,0.0,0.0,90,67,Thursday,July,2025,105369,105867
2025-07-25,93171,False,0.1,0.0,95,72,Friday,July,2025,102827,98666
2025-07-28,98447,False,0.0,0.0,84,65,Monday,July,2025,93171,99931
2025-07-29,98628,False,0.0,0.0,99,73,Tuesday,July,2025,98447,103782
2025-07-30,100550,False,0.0,0.0,90,71,Wednesday,July,2025,98628,105369
2025-07-31,104060,False,0.73,0.0,84,61,Thursday,July,2025,100550,102827
2025-08-01,91505,False,0.28,0.0,71,60,Friday,August,2025,104060,93171
2025-08-04,95496,False,0.0,0.0,82,64,Monday,August,2025,91505,98447
2025-08-05,102987,False,0.0,0.0,73,65,Tuesday,August,2025,95496,98628
2025-08-06,105695,False,0.0,0.0,75,64,Wednesday,August,2025,102987,100550
2025-08-07,102328,False,0.0,0.0,77,64,Thursday,August,2025,105695,104060
2025-08-08,96585,False,0.0,0.0,79,62,Friday,August,2025,102328,91505
2025-08-11,95478,False,0.0,0.0,90,70,Monday,August,2025,96585,95496
2025-08-12,103913,False,0.0,0.0,91,73,Tuesday,August,2025,95478,102987
2025-08-13,100633,False,0.0,0.0,88,69,Wednesday,August,2025,103913,105695
2025-08-14,98217,False,0.24,0.0,87,71,Thursday,August,2025,100633,102328
2025-08-15,95431,False,0.0,0.0,75,66,Friday,August,2025,98217,96585
2025-08-18,96014,False,0.0,0.0,68,60,Monday,August,2025,95431,95478
2025-08-19,100548,False,0.0,0.0,71,59,Tuesday,August,2025,96014,103913
2025-08-20,100333,False,0.24,0.0,66,56,Wednesday,August,2025,100548,100633
2025-08-21,99215,False,0.0,0.0,69,57,Thursday,August,2025,100333,98217
2025-08-22,92449,False,0.0,0.0,82,58,Friday,August,2025,99215,95431
2025-08-25,94266,False,0.0,0.0,79,65,Monday,August,2025,92449,96014
2025-08-26,99690,False,0.0,0.0,80,65,Tuesday,August,2025,94266,100548
2025-08-27,99441,False,0.0,0.0,77,61,Wednesday,August,2025,99690,100333
2025-08-28,99392,False,0.0,0.0,78,58,Thursday,August,2025,99441,99215
2025-08-29,92071,False,0.07,0.0,73,63,Friday,August,2025,99392,92449
2025-09-02,101097,False,0.0,0.0,74,60,Tuesday,September,2025,37117,99690
2025-09-03,101518,False,0.0,0.0,76,58,Wednesday,September,2025,101097,99441
2025-09-04,103206,False,0.0,0.0,79,58,Thursday,September,2025,101518,99392
2025-09-05,93472,False,0.08,0.0,84,65,Friday,September,2025,103206,92071
2025-09-08,100027,False,0.0,0.0,68,55,Monday,September,2025,93472,37117
2025-09-09,104084,False,0.0,0.0,69,53,Tuesday,September,2025,100027,101097
2025-09-10,102946,False,0.0,0.0,68,57,Wednesday,September,2025,104084,101518
2025-09-11,101874,False,0.0,0.0,74,55,Thursday,September,2025,102946,103206
2025-09-12,98907,False,0.0,0.0,68,58,Friday,September,2025,101874,93472
2025-09-15,99516,False,0.0,0.0,72,60,Monday,September,2025,98907,100027
2025-09-16,100836,False,0.0,0.0,68,57,Tuesday,September,2025,99516,104084
2025-09-17,101335,False,0.01,0.0,70,56,Wednesday,September,2025,100836,102946
2025-09-18,102672,False,0.11,0.0,74,62,Thursday,September,2025,101335,101874
2025-09-19,96362,False,0.0,0.0,82,61,Friday,September,2025,102672,98907
2025-09-22,99592,False,0.0,0.0,69,54,Monday,September,2025,96362,99516
2025-09-23,106349,False,0.0,0.0,80,60,Tuesday,September,2025,99592,100836
2025-09-24,105280,False,0.11,0.0,66,63,Wednesday,September,2025,106349,101335
2025-09-25,103939,False,1.42,0.0,72,63,Thursday,September,2025,105280,102672
2025-09-26,95841,False,0.0,0.0,82,69,Friday,September,2025,103939,96362
2025-09-29,96569,False,0.0,0.0,78,63,Monday,September,2025,95841,99592
2025-09-30,101395,False,0.0,0.0,72,57,Tuesday,September,2025,96569,106349
2025-10-01,103848,False,0.0,0.0,63,52,Wednesday,October,2025,101395,105280
2025-10-02,103176,False,0.0,0.0,59,47,Thursday,October,2025,103848,103939
2025-10-03,94543,False,0.0,0.0,74,48,Friday,October,2025,103176,95841
2025-10-06,95743,False,0.0,0.0,84,61,Monday,October,2025,94543,96569
2025-10-07,103221,False,0.0,0.0,81,62,Tuesday,October,2025,95743,101395
2025-10-08,101200,False,0.85,0.0,70,53,Wednesday,October,2025,103221,103848
2025-10-09,103810,False,0.0,0.0,57,46,Thursday,October,2025,101200,103176
2025-10-10,93846,False,0.0,0.0,61,41,Friday,October,2025,103810,94543
2025-10-14,100980,False,0.3,0.0,56,52,Tuesday,October,2025,82664,103221
2025-10-15,103615,False,0.0,0.0,64,49,Wednesday,October,2025,100980,101200
2025-10-16,102831,False,0.0,0.0,56,45,Thursday,October,2025,103615,103810
2025-10-17,94467,False,0.0,0.0,61,46,Friday,October,2025,102831,93846
2025-10-20,96912,False,0.62,0.0,67,54,Monday,October,2025,94467,82664
2025-10-21,106773,False,0.0,0.0,67,51,Tuesday,October,2025,96912,100980
2025-10-22,104083,False,0.41,0.0,67,53,Wednesday,October,2025,106773,103615
2025-10-23,106184,False,0.0,0.0,62,48,Thursday,October,2025,104083,102831
2025-10-24,95934,False,0.0,0.0,60,47,Friday,October,2025,106184,94467
2025-10-27,114078,False,0.0,0.0,52,40,Monday,October,2025,95934,96912
2025-10-28,120433,False,0.0,0.0,53,43,Tuesday,October,2025,114078,106773
2025-10-29,120420,False,0.0,0.0,51,47,Wednesday,October,2025,120433,104083
2025-10-30,118569,False,0.55,0.0,57,48,Thursday,October,2025,120420,106184
2025-10-31,108270,False,0.11,0.0,60,49,Friday,October,2025,118569,95934
2025-11-03,110536,False,0.05,0.0,57,39,Monday,November,2025,108270,114078
2025-11-04,116942,False,0.0,0.0,56,46,Tuesday,November,2025,110536,120433
2025-11-05,117174,False,0.02,0.0,58,45,Wednesday,November,2025,116942,120420
2025-11-06,113579,False,0.0,0.0,55,40,Thursday,November,2025,117174,118569
2025-11-07,107711,False,0.01,0.0,55,33,Friday,November,2025,113579,108270
2025-11-10,110580,False,0.3,0.0,56,41,Monday,November,2025,107711,110536
2025-11-12,116792,False,0.0,0.0,45,34,Wednesday,November,2025,105407,117174
2025-11-13,116222,False,0.01,0.0,50,38,Thursday,November,2025,116792,113579
2025-11-14,106363,False,0.0,0.0,46,37,Friday,November,2025,116222,107711
2025-11-17,113897,False,0.0,0.0,43,34,Monday,November,2025,106363,110580
2025-11-18,118772,False,0.0,0.0,47,36,Tuesday,November,2025,113897,105407
2025-11-19,116848,False,0.0,0.0,45,34,Wednesday,November,2025,118772,116792
2025-11-20,117306,False,0.0,0.0,46,32,Thursday,November,2025,116848,116222
2025-11-21,108768,False,0.0,0.0,48,33,Friday,November,2025,117306,106363
2025-11-24,110699,False,0.0,0.0,50,36,Monday,November,2025,108768,113897
2025-11-25,112303,False,0.13,0.0,51,36,Tuesday,November,2025,110699,118772
2025-11-26,105420,False,0.07,0.0,63,49,Wednesday,November,2025,112303,116848
2025-11-28,89829,False,0.0,0.0,43,34,Friday,November,2025,34108,108768
2025-12-01,109585,False,0.0,0.0,44,28,Monday,December,2025,89829,110699
2025-12-02,112811,False,0.67,0.0,37,28,Tuesday,December,2025,109585,112303
2025-12-03,116397,False,0.03,0.0,38,32,Wednesday,December,2025,112811,105420
2025-12-04,115002,False,0.0,0.0,40,18,Thursday,December,2025,116397,34108
2025-12-05,107056,False,0.0,0.0,29,12,Friday,December,2025,115002,89829
2025-12-08,110883,False,0.0,0.0,36,17,Monday,December,2025,107056,109585
2025-12-09,114170,False,0.0,0.0,32,14,Tuesday,December,2025,110883,112811
2025-12-10,114784,False,0.04,0.0,49,32,Wednesday,December,2025,114170,116397
2025-12-11,114433,False,0.0,0.0,40,25,Thursday,December,2025,114784,115002
2025-12-12,105089,False,0.0,0.0,36,22,Friday,December,2025,114433,107056
2025-12-15,107369,False,0.0,0.0,25,14,Monday,December,2025,105089,110883
2025-12-16,116732,False,0.0,0.0,36,23,Tuesday,December,2025,107369,114170
2025-12-17,114845,False,0.0,0.0,47,28,Wednesday,December,2025,116732,114784
2025-12-18,116984,False,0.0,0.0,48,29,Thursday,December,2025,114845,114433
2025-12-19,102554,False,0.46,0.0,59,36,Friday,December,2025,116984,105089
2025-12-22,102607,False,0.0,0.0,33,25,Monday,December,2025,102554,107369
2025-12-23,99920,False,0.2,0.0,38,30,Tuesday,December,2025,102607,116732
2025-12-24,88748,False,0.02,0.1,38,28,Wednesday,December,2025,99920,114845
2025-12-26,87267,False,0.04,0.9,22,12,Friday,December,2025,28986,102554
2025-12-29,95615,False,0.72,0.0,48,33,Monday,December,2025,87267,102607
2025-12-30,94380,False,0.0,0.0,33,24,Tuesday,December,2025,95615,99920
2025-12-31,94135,False,0.0,0.0,34,24,Wednesday,December,2025,94380,88748
2026-01-02,89360,False,0.0,0.0,29,16,Friday,January,2026,34413,87267
2026-01-05,108327,False,0.06,0.3,27,16,Monday,January,2026,89360,95615
2026-01-06,114954,False,0.01,0.0,36,25,Tuesday,January,2026,108327,94380
2026-01-07,114007,False,0.18,0.1,38,32,Wednesday,January,2026,114954,94135
2026-01-08,111584,False,0.0,0.0,48,34,Thursday,January,2026,114007,34413
2026-01-09,101903,False,0.04,0.0,52,27,Friday,January,2026,111584,89360
2026-01-12,107458,False,0.0,0.0,39,28,Monday,January,2026,101903,108327
2026-01-13,113769,False,0.0,0.0,45,32,Tuesday,January,2026,107458,114954
2026-01-14,113564,False,0.0,0.0,50,40,Wednesday,January,2026,113769,114007
2026-01-15,112344,False,0.0,0.0,53,28,Thursday,January,2026,113564,111584
2026-01-16,100147,False,0.0,0.0,32,19,Friday,January,2026,112344,101903
2026-01-20,115184,False,0.0,0.0,27,16,Tuesday,January,2026,79052,113769
2026-01-21,115588,False,0.02,0.2,35,13,Wednesday,January,2026,115184,113564
2026-01-22,114704,False,0.02,0.0,46,33,Thursday,January,2026,115588,112344
2026-01-23,102021,False,0.0,0.0,34,14,Friday,January,2026,114704,100147
2026-01-26,17024,False,0.25,6.5,29,14,Monday,January,2026,102021,79052
2026-01-27,82162,False,0.0,0.0,23,10,Tuesday,January,2026,17024,115184
2026-01-28,101048,False,0.0,0.0,23,12,Wednesday,January,2026,82162,115588
2026-01-29,102957,False,0.0,0.0,26,12,Thursday,January,2026,101048,114704
2026-01-30,94565,False,0.0,0.0,17,8,Friday,January,2026,102957,102021
2026-02-02,108190,False,0.0,0.0,34,17,Monday,February,2026,94565,17024
2026-02-03,112076,False,0.0,0.0,33,19,Tuesday,February,2026,108190,82162
2026-02-04,113511,False,0.0,0.0,32,24,Wednesday,February,2026,112076,101048
2026-02-05,113434,False,0.0,0.0,33,20,Thursday,February,2026,113511,102957
2026-02-06,103870,False,0.01,0.2,30,20,Friday,February,2026,113434,94565
2026-02-09,107197,False,0.0,0.0,32,11,Monday,February,2026,103870,108190
2026-02-10,113740,False,0.09,1.6,34,20,Tuesday,February,2026,107197,112076
2026-02-11,110174,False,0.04,0.4,41,28,Wednesday,February,2026,113740,113511
2026-02-12,112919,False,0.0,0.0,36,25,Thursday,February,2026,110174,113434
2026-02-13,102481,False,0.0,0.0,40,22,Friday,February,2026,112919,103870
2026-02-17,110890,False,0.0,0.0,38,28,Tuesday,February,2026,37409,113740
2026-02-18,110275,False,0.0,0.0,40,31,Wednesday,February,2026,110890,110174
2026-02-19,113747,False,0.0,0.0,37,30,Thursday,February,2026,110275,112919
2026-02-20,101165,False,0.26,1.0,36,29,Friday,February,2026,113747,102481
2026-02-23,13917,False,0.47,17.1,34,23,Monday,February,2026,101165,37409
2026-02-24,19566,False,0.0,0.0,33,22,Tuesday,February,2026,13917,110890
2026-02-25,102047,False,0.03,0.5,39,17,Wednesday,February,2026,19566,110275
2026-02-26,109599,False,0.0,0.0,43,30,Thursday,February,2026,102047,113747
2026-02-27,102353,False,0.0,0.0,38,25,Friday,February,2026,109599,101165
2026-03-02,107425,False,0.0,0.0,27,12,Monday,March,2026,102353,13917
2026-03-03,112037,False,0.47,1.0,33,19,Tuesday,March,2026,107425,19566
2026-03-04,116982,False,0.18,0.0,51,32,Wednesday,March,2026,112037,102047
2026-03-05,111437,False,0.19,0.0,42,31,Thursday,March,2026,116982,109599
2026-03-06,104206,False,0.35,0.0,35,28,Friday,March,2026,111437,102353
2026-03-09,107922,False,0.0,0.0,68,38,Monday,March,2026,104206,107425
2026-03-10,119242,False,0.0,0.0,75,44,Tuesday,March,2026,107922,112037
2026-03-11,115396,False,0.11,0.0,59,39,Wednesday,March,2026,119242,116982
2026-03-12,113372,False,0.08,0.0,60,35,Thursday,March,2026,115396,111437
2026-03-13,98516,False,0.0,0.0,43,31,Friday,March,2026,113372,104206
2026-03-16,106952,False,1.02,0.0,62,38,Monday,March,2026,98516,107922
2026-03-17,114661,False,0.0,0.0,62,28,Tuesday,March,2026,106952,119242
2026-03-18,116155,False,0.0,0.0,36,25,Wednesday,March,2026,114661,115396
2026-03-19,115394,False,0.0,0.0,40,27,Thursday,March,2026,116155,113372
2026-03-20,101384,False,0.12,0.0,56,34,Friday,March,2026,115394,98516
2026-03-23,108463,False,0.4,0.0,38,33,Monday,March,2026,101384,106952
2026-03-24,118558,False,0.0,0.3,43,32,Tuesday,March,2026,108463,114661
2026-03-25,118400,False,0.0,0.0,52,34,Wednesday,March,2026,118558,116155
2026-03-26,113035,False,0.21,0.0,63,41,Thursday,March,2026,118400,115394
2026-03-27,102014,False,0.0,0.0,55,32,Friday,March,2026,113035,101384
2026-03-30,111802,False,0.0,0.0,67,40,Monday,March,2026,102014,108463
2026-03-31,116611,False,0.1,0.0,56,40,Tuesday,March,2026,111802,118558
2026-04-01,117861,False,0.08,0.0,71,40,Wednesday,April,2026,116611,118400
2026-04-02,116349,False,0.2,0.0,42,37,Thursday,April,2026,117861,113035
2026-04-06,110411,False,0.0,0.0,51,38,Monday,April,2026,107688,111802
2026-04-07,119403,False,0.07,0.0,46,33,Tuesday,April,2026,110411,116611
2026-04-08,119727,False,0.0,0.0,40,29,Wednesday,April,2026,119403,117861
2026-04-09,117177,False,0.0,0.0,58,31,Thursday,April,2026,119727,116349
2026-04-10,102337,False,0.0,0.0,69,37,Friday,April,2026,117177,107688
2026-04-13,109421,False,0.0,0.0,72,44,Monday,April,2026,102337,110411
2026-04-14,115681,False,0.2,0.0,78,57,Tuesday,April,2026,109421,119403
2026-04-15,115327,False,0.0,0.0,73,46,Wednesday,April,2026,115681,119727
2026-04-16,119756,False,0.29,0.0,54,45,Thursday,April,2026,115327,117177
2026-04-17,110072,False,0.08,0.0,57,47,Friday,April,2026,119756,102337
2026-04-21,117358,False,0.0,0.0,45,33,Tuesday,April,2026,112765,115681
2026-04-22,115820,False,0.0,0.0,47,38,Wednesday,April,2026,117358,115327
2026-04-23,113601,False,0.0,0.0,66,42,Thursday,April,2026,115820,119756
2026-04-24,104079,False,0.0,0.0,50,40,Friday,April,2026,113601,110072
2026-04-27,105056,False,0.0,0.0,58,44,Monday,April,2026,104079,112765
2026-04-28,119759,False,0.0,0.0,52,43,Tuesday,April,2026,105056,117358
2026-04-29,116551,False,0.01,0.0,50,45,Wednesday,April,2026,119759,115820
2026-04-30,112012,False,0.16,0.0,56,46,Thursday,April,2026,116551,113601
2026-05-01,108248,False,0.0,0.0,65,47,Friday,May,2026,112012,104079
2026-05-04,115783,False,0.0,0.0,73,46,Monday,May,2026,108248,105056
2026-05-05,113022,False,0.0,0.0,79,50,Tuesday,May,2026,115783,119759
2026-05-06,117712,False,0.05,0.0,70,57,Wednesday,May,2026,113022,116551
2026-05-07,117295,False,0.14,0.0,65,50,Thursday,May,2026,117712,112012
2026-05-08,108981,False,0.0,0.0,62,47,Friday,May,2026,117295,108248
2026-05-11,110660,False,0.0,0.0,62,49,Monday,May,2026,108981,115783
2026-05-12,117756,False,0.0,0.0,64,48,Tuesday,May,2026,110660,113022
2026-05-13,117310,False,0.0,0.0,64,46,Wednesday,May,2026,117756,117712
2026-05-14,115218,False,0.19,0.0,63,51,Thursday,May,2026,117310,117295
2026-05-15,109573,False,0.0,0.0,55,50,Friday,May,2026,115218,108981
2026-05-18,113258,False,0.0,0.0,71,59,Monday,May,2026,109573,110660
2026-05-19,118499,False,0.2,0.0,96,68,Tuesday,May,2026,113258,117756
2026-05-20,117854,False,0.0,0.0,91,65,Wednesday,May,2026,118499,117310
2026-05-21,114200,False,0.0,0.0,73,57,Thursday,May,2026,117854,115218
2026-05-22,106296,False,0.0,0.0,59,50,Friday,May,2026,114200,109573
2026-05-26,117128,False,0.0,0.0,84,57,Tuesday,May,2026,37591,118499
2026-05-27,119865,False,0.05,0.0,87,64,Wednesday,May,2026,117128,117854
2026-05-28,118587,False,0.11,0.0,71,59,Thursday,May,2026,119865,114200
2026-05-29,109967,False,0.0,0.0,72,56,Friday,May,2026,118587,106296
